chave,caminho_ou_id,git,filesystem,sha256,status,evidencia
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_LEI_1963_1999_FUNDERSUL_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_LEI_1963_1999_FUNDERSUL_2026-04-26.txt,True,True,d6afd0b97e9f037b7b393ef57a6867a051dd4cfcc73be0cc20a08a3bf61495d5,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_LEI_6495_2025_REFIS_ICMS_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_LEI_6495_2025_REFIS_ICMS_2026-04-26.txt,True,True,825c58e8d9be0aaafbe5bf0a86f4b014fcb5553903ef55db70b89d96e0a1b57d,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_PORT_3759_2025_VALOR_REAL_PESQUISADO_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_PORT_3759_2025_VALOR_REAL_PESQUISADO_2026-04-26.txt,True,True,763ebf111d2c849549101dd2b7d4e5a31e12fefc5d6b5557e0a9b293694df794,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_PORT_3760_2026_VALOR_REAL_PESQUISADO_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_PORT_3760_2026_VALOR_REAL_PESQUISADO_2026-04-26.txt,True,True,ddbeb84a502d01417c27ff5e607fbf8b906887f6a22e14e84517714c48fb2338,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_PORT_3761_2026_VALOR_REAL_PESQUISADO_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_PORT_3761_2026_VALOR_REAL_PESQUISADO_2026-04-26.txt,True,True,507becfd3524a3074994210ebcbeebf2a8112905cfd7e8e5e901607e79fae1a1,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_RES_3485_2025_EFD_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_RES_3485_2025_EFD_2026-04-26.txt,True,True,d3649c2555427c29f039dce49433eff25b092cd20cf4e9c726115e0866e23336,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_RICMS_ANEXO_001_BENEFICIOS_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_RICMS_ANEXO_001_BENEFICIOS_2026-04-26.txt,True,True,c1f5ec20146f9555e2a7a210074893aea5268888f14b884b92138157a260bb9b,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_RICMS_ANEXO_002_DIFERIMENTO_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_RICMS_ANEXO_002_DIFERIMENTO_2026-04-26.txt,True,True,058ef0646f98ca9a2b927c5dff1eb67a5cfb3c043ea554df3b43a178a35b9bca,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_RICMS_ANEXO_003_ST_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_RICMS_ANEXO_003_ST_2026-04-26.txt,True,True,cb3cad7867ed70d64ab6cbb10cf5422e175b134ff59a276b48bc4bbf443594c3,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_RICMS_ANEXO_004_CADASTRO_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_RICMS_ANEXO_004_CADASTRO_2026-04-26.txt,True,True,78047b6a23bcec67a83a30dd9bd02d55e84f2b372ce957e0d9b97d2c6f11e856,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_RICMS_ANEXO_005_REGIMES_ESPECIAIS_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_RICMS_ANEXO_005_REGIMES_ESPECIAIS_2026-04-26.txt,True,True,63e5b4833be17188bd9ba4bcb5ef546ab85ef0a447f8e98c22ff8459c3f23604,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_RICMS_ANEXO_006_CREDITOS_PRESUMIDOS_PRODUTOR_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_RICMS_ANEXO_006_CREDITOS_PRESUMIDOS_PRODUTOR_2026-04-26.txt,True,True,a65638696f9764270c42926ed7f619e93e09d29c9ddcdf2054b842cc0bea1038,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_RICMS_ANEXO_007_ESTIMATIVA_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_RICMS_ANEXO_007_ESTIMATIVA_2026-04-26.txt,True,True,e63bd7dd823e1914ff946d702b619ff240023353a8e7db03fca2a173caf38313,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_RICMS_ANEXO_008_PAGAMENTO_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_RICMS_ANEXO_008_PAGAMENTO_2026-04-26.txt,True,True,1a080881438945c8f641e6860f849c52004bbf1a0a86cbf8f52169ca5b27e0a4,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/MS/MS_RICMS_ANEXO_009_PARCELAMENTO_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/MS/MS_RICMS_ANEXO_009_PARCELAMENTO_2026-04-26.txt,True,True,529940fe626ec05d376cfea6c6aa63059ee83e3c71243e41c94755c47895280b,OK,git ls-tree + filesystem
